Experiment,Category,Size,Recall,Precision,Specificity,F1 Score,Accuracy
CNN/5_dropout_09,Global,1875.0,0.7119277969338728,0.7119277969338728,,,0.6644717545870565
CNN/5_dropout_09,Building,359.0,0.8774373259052924,0.7701711491442543,0.9379947229551451,0.8203125000000001,
CNN/5_dropout_09,Small car,332.0,0.8975903614457831,0.6834862385321101,0.9105638366817888,0.7760416666666666,
CNN/5_dropout_09,Truck,221.0,0.21266968325791855,0.5,0.971584038694075,0.2984126984126984,
CNN/5_dropout_09,Bus,177.0,0.519774011299435,0.45098039215686275,0.934040047114252,0.48293963254593175,
CNN/5_dropout_09,Shipping container,152.0,0.5986842105263158,0.610738255033557,0.9663377829367382,0.6046511627906976,
CNN/5_dropout_09,Storage tank,147.0,0.6258503401360545,0.773109243697479,0.984375,0.6917293233082706,
CNN/5_dropout_09,Dump truck,124.0,0.4435483870967742,0.4954954954954955,0.9680182752712736,0.46808510638297873,
CNN/5_dropout_09,Motorboat,107.0,0.7476635514018691,0.6666666666666666,0.9773755656108597,0.7048458149779735,
CNN/5_dropout_09,Excavator,79.0,0.7215189873417721,0.76,0.9899777282850779,0.7402597402597403,
CNN/5_dropout_09,Fishing vessel,71.0,0.6619718309859155,0.8392857142857143,0.9950110864745011,0.7401574803149606,
CNN/5_dropout_09,Cargo plane,64.0,0.953125,0.9384615384615385,0.9977912755383765,0.9457364341085271,
CNN/5_dropout_09,Pylon,31.0,0.7419354838709677,0.7666666666666667,0.9962039045553145,0.7540983606557377,
CNN/5_dropout_09,Helipad,11.0,0.6363636363636364,1.0,1.0,0.7777777777777778,
