Experiment,Category,Size,Recall,Precision,Specificity,F1 Score,Accuracy
TL/05_inceptionv3_replica,Global,1875.0,0.5292308578871279,0.5292308578871279,,,0.4298723933000637
TL/05_inceptionv3_replica,Building,359.0,0.7493036211699164,0.6169724770642202,0.8898416886543535,0.6767295597484276,
TL/05_inceptionv3_replica,Small car,332.0,0.8253012048192772,0.6255707762557078,0.8937135450421257,0.7116883116883117,
TL/05_inceptionv3_replica,Truck,221.0,0.22171945701357465,0.23671497584541062,0.9044740024183797,0.22897196261682243,
TL/05_inceptionv3_replica,Bus,177.0,0.4915254237288136,0.3670886075949367,0.911660777385159,0.42028985507246386,
TL/05_inceptionv3_replica,Shipping container,152.0,0.5328947368421053,0.5625,0.963435867672664,0.5472972972972974,
TL/05_inceptionv3_replica,Storage tank,147.0,0.46258503401360546,0.6938775510204082,0.9826388888888888,0.5551020408163265,
TL/05_inceptionv3_replica,Dump truck,124.0,0.2661290322580645,0.4074074074074074,0.9725870930896631,0.3219512195121951,
TL/05_inceptionv3_replica,Motorboat,107.0,0.29906542056074764,0.5818181818181818,0.9869909502262444,0.3950617283950617,
TL/05_inceptionv3_replica,Excavator,79.0,0.6582278481012658,0.5842696629213483,0.9793986636971047,0.619047619047619,
TL/05_inceptionv3_replica,Fishing vessel,71.0,0.28169014084507044,0.5714285714285714,0.9916851441241685,0.3773584905660377,
TL/05_inceptionv3_replica,Cargo plane,64.0,0.703125,0.8823529411764706,0.9966869133075649,0.7826086956521738,
TL/05_inceptionv3_replica,Pylon,31.0,0.0967741935483871,0.75,0.9994577006507592,0.1714285714285714,
TL/05_inceptionv3_replica,Helipad,11.0,0.0,0.0,1.0,0.0,
