epoch,loss,accuracy,val_loss,val_accuracy,lr,checkpoint
0,4.471081256866455,0.1722482293844223,2.4672632217407227,0.19146665930747986,0.001,False
1,2.4323344230651855,0.19174915552139282,2.4031193256378174,0.19146665930747986,0.001,False
2,2.382744789123535,0.19174915552139282,2.3663172721862793,0.19146665930747986,0.001,False
3,2.354687452316284,0.19174915552139282,2.345787763595581,0.19146665930747986,0.001,False
4,2.339108467102051,0.19174915552139282,2.334477663040161,0.19146665930747986,0.001,False
5,2.3303980827331543,0.19174915552139282,2.327951669692993,0.19146665930747986,0.001,False
6,2.3261992931365967,0.19174915552139282,2.325742721557617,0.19146665930747986,0.0005,False
7,2.324176549911499,0.19174915552139282,2.3239028453826904,0.19146665930747986,0.0005,False
8,2.322512149810791,0.19174915552139282,2.3224048614501953,0.19146665930747986,0.0005,False
9,2.3211522102355957,0.19174915552139282,2.321152925491333,0.19146665930747986,0.0005,False
10,2.319995641708374,0.19174915552139282,2.320119857788086,0.19146665930747986,0.0005,False
11,2.3192224502563477,0.19174915552139282,2.31965708732605,0.19146665930747986,0.00025,False
12,2.3187716007232666,0.19174915552139282,2.3192265033721924,0.19146665930747986,0.00025,False
13,2.31836199760437,0.19174915552139282,2.318824052810669,0.19146665930747986,0.00025,False
14,2.317978858947754,0.19174915552139282,2.3184499740600586,0.19146665930747986,0.00025,False
15,2.3176286220550537,0.19174915552139282,2.3181064128875732,0.19146665930747986,0.00025,False
16,2.3173489570617676,0.19174915552139282,2.3179433345794678,0.19146665930747986,0.000125,False
17,2.3171956539154053,0.19174915552139282,2.317789077758789,0.19146665930747986,0.000125,False
18,2.317037582397461,0.19174915552139282,2.317636013031006,0.19146665930747986,0.000125,False
19,2.316889762878418,0.19174915552139282,2.317490339279175,0.19146665930747986,0.000125,False
