epoch,loss,accuracy,val_loss,val_accuracy,lr,checkpoint
0,1.6155213117599487,0.5430027842521667,1.027902364730835,0.6517333388328552,0.001,False
1,1.1814711093902588,0.6224290132522583,0.9253917932510376,0.7050666809082031,0.001,False
2,1.0712409019470215,0.6531326174736023,0.9045140743255615,0.7008000016212463,0.001,False
3,1.003106951713562,0.6691364049911499,0.9246713519096375,0.7082666754722595,0.001,False
4,0.9691839814186096,0.6801019310951233,0.8807139992713928,0.7157333493232727,0.001,False
5,0.918389081954956,0.6933199167251587,0.8342794179916382,0.7200000286102295,0.001,False
6,0.898459792137146,0.6987730264663696,0.8122448921203613,0.7247999906539917,0.001,False
7,0.8703709840774536,0.7077825665473938,0.8122544288635254,0.7253333330154419,0.001,False
8,0.8411850333213806,0.7155473828315735,0.8373709917068481,0.7328000068664551,0.001,False
9,0.8104928731918335,0.7276391386985779,0.7878206968307495,0.7413333058357239,0.001,False
10,0.8064677119255066,0.7262166142463684,0.7996537089347839,0.7360000014305115,0.001,False
11,0.7718554735183716,0.7373006939888,0.8073703646659851,0.7391999959945679,0.001,False
12,0.777342677116394,0.7338628172874451,0.7663599848747253,0.7418666481971741,0.001,False
13,0.7799165844917297,0.7374192476272583,0.7747452259063721,0.7493333220481873,0.001,False
14,0.7383937835693359,0.7471400499343872,0.756721556186676,0.7429333329200745,0.001,False
15,0.7333463430404663,0.746369481086731,0.8174731135368347,0.7434666752815247,0.001,False
16,0.7240195274353027,0.7486218810081482,0.7702632546424866,0.7418666481971741,0.001,False
17,0.724787712097168,0.7524746656417847,0.8121570944786072,0.746666669845581,0.001,False
18,0.7024082541465759,0.7548456192016602,0.7932551503181458,0.751466691493988,0.001,False
19,0.705321192741394,0.7560310363769531,0.7565221190452576,0.7552000284194946,0.001,False
20,0.6927527785301208,0.7608914971351624,0.8067520260810852,0.7450666427612305,0.001,False
21,0.6810977458953857,0.765396237373352,0.8145431876182556,0.7455999851226807,0.001,False
22,0.6597396731376648,0.7692490220069885,0.7673711776733398,0.7621333599090576,0.001,False
23,0.6628750562667847,0.7738130688667297,0.7844892144203186,0.753600001335144,0.001,False
24,0.6657962799072266,0.7733981609344482,0.7683075070381165,0.7631999850273132,0.001,False
25,0.6447320580482483,0.7776657938957214,0.7363352179527283,0.762666642665863,0.001,False
26,0.638281524181366,0.7781992554664612,0.7411709427833557,0.7594666481018066,0.001,False
27,0.6343376040458679,0.7851342558860779,0.7744160294532776,0.7552000284194946,0.001,False
28,0.6159809827804565,0.7837709784507751,0.7378851771354675,0.7728000283241272,0.001,False
29,0.6157443523406982,0.7834153175354004,0.8077528476715088,0.7706666588783264,0.001,False
30,0.6158269047737122,0.7869124412536621,0.7751091718673706,0.7669333219528198,0.001,False
31,0.6082469820976257,0.7912393808364868,0.7708773016929626,0.7637333273887634,0.001,False
32,0.5924596190452576,0.7922470569610596,0.7599839568138123,0.7749333381652832,0.001,False
33,0.5940436124801636,0.7950921654701233,0.757677435874939,0.7663999795913696,0.001,False
34,0.5790925025939941,0.7978780269622803,0.8202718496322632,0.7637333273887634,0.001,False
35,0.5887203812599182,0.7957441806793213,0.7956908345222473,0.7770666480064392,0.001,False
36,0.5848081111907959,0.79841148853302,0.7816767692565918,0.7680000066757202,0.001,False
37,0.5673276782035828,0.802856981754303,0.818653404712677,0.7530666589736938,0.001,False
38,0.575223982334137,0.7982336282730103,0.8106985092163086,0.7637333273887634,0.001,False
39,0.5731591582298279,0.8012565970420837,0.8055554628372192,0.762666642665863,0.001,False
40,0.5680898427963257,0.8068875670433044,0.7759798169136047,0.7573333382606506,0.001,False
41,0.5240662693977356,0.8163712620735168,0.7420026063919067,0.769599974155426,0.0005,False
42,0.5081577897071838,0.8213502168655396,0.7625097036361694,0.769599974155426,0.0005,False
43,0.4792764186859131,0.8290557861328125,0.7716514468193054,0.7749333381652832,0.0005,False
44,0.4783996641635895,0.831604540348053,0.7646927237510681,0.7802666425704956,0.0005,False
45,0.4602919816970825,0.8336198329925537,0.793419361114502,0.7690666913986206,0.0005,False
46,0.45430880784988403,0.8401398658752441,0.7537625432014465,0.7786666750907898,0.0005,False
47,0.46149730682373047,0.8368206024169922,0.7757338285446167,0.7845333218574524,0.0005,False
48,0.45534202456474304,0.8401991724967957,0.7689563632011414,0.7712000012397766,0.0005,False
49,0.45128682255744934,0.8409696817398071,0.8177757263183594,0.7818666696548462,0.0005,False
50,0.43166714906692505,0.8474305272102356,0.7953596711158752,0.7866666913032532,0.0005,False
51,0.42637741565704346,0.8454152345657349,0.7704237103462219,0.7749333381652832,0.0005,False
52,0.4251626133918762,0.8486752510070801,0.8354043364524841,0.7701333165168762,0.0005,False
53,0.4236019551753998,0.8505719900131226,0.8136785626411438,0.7770666480064392,0.0005,False
54,0.4197815954685211,0.8509276509284973,0.8115170001983643,0.772266685962677,0.0005,False
55,0.4145733118057251,0.8527058362960815,0.7624662518501282,0.783466637134552,0.0005,False
56,0.3858991265296936,0.8634343147277832,0.7818389534950256,0.7786666750907898,0.00025,False
57,0.3849392235279083,0.8602335453033447,0.7880332469940186,0.7866666913032532,0.00025,False
58,0.380117267370224,0.8626044988632202,0.8108031749725342,0.7797333598136902,0.00025,False
59,0.3718361556529999,0.8681761622428894,0.8176348209381104,0.7818666696548462,0.00025,False
