epoch,loss,accuracy,val_loss,val_accuracy,lr,checkpoint
0,2.5590691566467285,0.2621658444404602,1.8369561433792114,0.3754666745662689,0.001,False
1,1.816527247428894,0.39991700649261475,1.6780797243118286,0.4490666687488556,0.001,False
2,1.5606898069381714,0.4910200834274292,1.296339511871338,0.5871999859809875,0.001,False
3,1.4905569553375244,0.5307924747467041,1.2484914064407349,0.6074666380882263,0.001,False
4,1.268435001373291,0.5924959778785706,1.3132561445236206,0.6032000184059143,0.001,False
5,1.1366596221923828,0.6303123831748962,1.0678367614746094,0.6399999856948853,0.001,False
6,1.0642577409744263,0.6494576334953308,1.1012241840362549,0.6255999803543091,0.001,False
7,1.112420916557312,0.6293047070503235,1.0488429069519043,0.6458666920661926,0.001,False
8,1.2022653818130493,0.602098286151886,1.1604923009872437,0.6133333444595337,0.001,False
9,1.0450103282928467,0.6539031267166138,1.2264689207077026,0.6106666922569275,0.001,False
10,0.9549015164375305,0.6819986701011658,1.0053654909133911,0.6501333117485046,0.001,False
11,0.9353642463684082,0.684073269367218,1.0879878997802734,0.6448000073432922,0.001,False
12,0.8683295249938965,0.7025665640830994,1.2553924322128296,0.5978666543960571,0.001,False
13,0.9313743710517883,0.6871554851531982,1.0964505672454834,0.6416000127792358,0.001,False
14,0.9335530400276184,0.688518762588501,0.9937247633934021,0.6634666919708252,0.001,False
15,0.7637401223182678,0.7313140630722046,0.989287257194519,0.662933349609375,0.001,False
16,0.730405867099762,0.7547270655632019,1.6349091529846191,0.4874666631221771,0.001,False
17,0.8085335493087769,0.7239642143249512,1.058368444442749,0.671999990940094,0.001,False
18,0.6605957746505737,0.7683006525039673,1.0912442207336426,0.6783999800682068,0.001,False
19,0.6315562129020691,0.7844822406768799,1.0905494689941406,0.6815999746322632,0.001,False
