Experiment,Category,Size,Recall,Precision,Specificity,F1 Score,Accuracy
TL/04_efficientnetv2_replica,Global,1875.0,0.8115063136552028,0.8115063136552028,,,0.7595141707480277
TL/04_efficientnetv2_replica,Building,359.0,0.9192200557103064,0.8375634517766497,0.9577836411609498,0.8764940239043825,
TL/04_efficientnetv2_replica,Small car,332.0,0.9126506024096386,0.7690355329949239,0.9410239792611795,0.8347107438016529,
TL/04_efficientnetv2_replica,Truck,221.0,0.45701357466063347,0.48792270531400966,0.9359129383313181,0.4719626168224299,
TL/04_efficientnetv2_replica,Bus,177.0,0.5141242937853108,0.674074074074074,0.9740871613663133,0.5833333333333334,
TL/04_efficientnetv2_replica,Shipping container,152.0,0.7368421052631579,0.8175182481751825,0.9854904236796286,0.7750865051903114,
TL/04_efficientnetv2_replica,Storage tank,147.0,0.8639455782312925,0.9136690647482014,0.9930555555555556,0.888111888111888,
TL/04_efficientnetv2_replica,Dump truck,124.0,0.6290322580645161,0.6610169491525424,0.9771559109080525,0.6446280991735538,
TL/04_efficientnetv2_replica,Motorboat,107.0,0.7850467289719626,0.717948717948718,0.9813348416289592,0.75,
TL/04_efficientnetv2_replica,Excavator,79.0,0.8481012658227848,0.8375,0.9927616926503341,0.8427672955974843,
TL/04_efficientnetv2_replica,Fishing vessel,71.0,0.704225352112676,0.8333333333333334,0.9944567627494457,0.7633587786259541,
TL/04_efficientnetv2_replica,Cargo plane,64.0,0.9375,1.0,1.0,0.967741935483871,
TL/04_efficientnetv2_replica,Pylon,31.0,0.8387096774193549,1.0,1.0,0.9122807017543859,
TL/04_efficientnetv2_replica,Helipad,11.0,0.7272727272727273,1.0,1.0,0.8421052631578948,
