Experiment,Category,Size,Recall,Precision,Specificity,F1 Score,Accuracy
TL/01_vgg16_replica,Global,1875.0,0.7535559282903777,0.7535559282903777,,,0.6624633842433577
TL/01_vgg16_replica,Building,359.0,0.8690807799442897,0.859504132231405,0.966358839050132,0.8642659279778393,
TL/01_vgg16_replica,Small car,332.0,0.8825301204819277,0.7380352644836272,0.932598833441348,0.8038408779149518,
TL/01_vgg16_replica,Truck,221.0,0.40271493212669685,0.3920704845814978,0.9165659008464329,0.39732142857142855,
TL/01_vgg16_replica,Bus,177.0,0.5028248587570622,0.5460122699386503,0.9564193168433451,0.5235294117647058,
TL/01_vgg16_replica,Shipping container,152.0,0.7302631578947368,0.6379310344827587,0.963435867672664,0.6809815950920245,
TL/01_vgg16_replica,Storage tank,147.0,0.8163265306122449,0.9022556390977443,0.9924768518518519,0.8571428571428571,
TL/01_vgg16_replica,Dump truck,124.0,0.4435483870967742,0.5238095238095238,0.9714448886350657,0.480349344978166,
TL/01_vgg16_replica,Motorboat,107.0,0.6915887850467289,0.7115384615384616,0.9830316742081447,0.7014218009478673,
TL/01_vgg16_replica,Excavator,79.0,0.7468354430379747,0.8428571428571429,0.9938752783964365,0.7919463087248322,
TL/01_vgg16_replica,Fishing vessel,71.0,0.5633802816901409,0.8,0.9944567627494457,0.6611570247933886,
TL/01_vgg16_replica,Cargo plane,64.0,0.921875,0.9672131147540983,0.9988956377691883,0.944,
TL/01_vgg16_replica,Pylon,31.0,0.6774193548387096,0.875,0.9983731019522777,0.7636363636363636,
TL/01_vgg16_replica,Helipad,11.0,0.36363636363636365,1.0,1.0,0.5333333333333333,
